gsn,atc
26471,C05AA
26471,D07AC
26471,D07XC
26471,H02AB
26471,R01AD
26471,R03BA
26471,S01BA
26471,S01CB
26471,S02BA
26471,S03BA
26485,L03AB
26486,C08DA
26488,J01DH
26489,J01DH
26516,N04BD
26550,J05AF
26868,N03AF
26869,A01AC
26869,C05AA
26869,D07AB
26869,D07XB
26869,H02AB
26869,R01AD
26869,R03BA
26869,S01BA
26885,A02AC
26885,A12AA
26886,A02AC
26886,A12AA
26975,A11HA
27036,R03DA
27037,N05AH
27050,A01AB
27050,J01AA
27149,C01CA
27149,R01AA
27149,R01AB
27149,R03CA
27149,S01FB
27149,R05CA
27150,A07EA
27150,D07AC
27150,R01AD
27150,R03BA
27203,N06AX
27204,J05AB
27229,M03BX
27252,J01FA
27252,S01AA
27357,C01EB
27368,M01AB
27370,S01EE
27378,N05BE
27388,R03AC
27388,R03CC
27413,A10AB
27413,A10AC
27413,A10AD
27447,M03BX
27462,A02BC
27465,J02AC
27467,J05AG
27468,J01DE
27469,J01DE
27470,J01DE
27475,R06AX
27508,V03AE
27544,L02BA
27545,D06BB
27545,J05AB
27546,G04CA
27604,H02AB
27610,N03AA
27611,N03AA
27612,N03AA
27613,N03AA
27622,R06AX
27622,R01BA
27623,R05CA
27637,N04BB
27684,N02BE
27684,R05DA
27779,N03AF
27780,N03AF
27826,N02BE
27826,D11AX
27826,N06BC
27882,D11AX
27882,S01EA
27882,S01GA
27896,A01AD
27896,B01AC
27896,N02BA
27905,A01AB
27905,D06AA
27905,J01AA
27905,S01AA
27905,S02AA
27905,S03AA
27905,D06BX
27905,G01AF
27905,J01XD
27905,P01AB
27957,R05DA
27957,R05CA
27959,N05AH
27960,N05AH
27961,N05AH
27962,R03DC
27993,B01AB
27994,B01AB
27995,B01AB
28056,A12CC
28107,A04AA
28108,C07AG
28109,C07AG
28115,A02AA
28115,G04BX
28136,R06AE
28142,J01DD
28289,A09AA
28465,A11CC
28519,A06AB
28519,A06AG
28713,H01AC
28721,H03BB
28800,A01AB
28800,D01AC
28800,G01AF
28915,C03AA
29054,A06AD
29069,L01CD
29077,N05AH
29098,C02DC
29098,D11AX
29156,M01AC
29157,M01AC
29159,N04BC
29160,N04BC
29161,N04BC
29162,N04BC
29187,C01EA
29187,G04BE
29188,C01EA
29188,G04BE
29189,C01EA
29189,G04BE
29203,A14AA
29203,G03XX
29204,A14AA
29204,G03XX
29208,C09CA
29209,C09CA
29253,C08DA
29253,C09BB
29253,C09AA
29254,C08DA
29254,C09BB
29254,C09AA
29257,A16AA
29258,C08CA
29260,L03AA
29292,R06AB
29292,R05DA
29312,N02AE
29312,N07BC
29313,N02AE
29313,N07BC
29325,D10AF
29325,J01FA
29325,S01AA
29333,D01AE
29334,N06DA
29335,N06DA
29365,C09AA
29366,C09AA
29367,C09AA
29469,A07BA
29680,D01AE
29821,L02BG
29832,C03AA
29837,N03AX
29849,A02AC
29849,A12AA
29849,A11CC
29893,R01AC
29893,R06AX
29893,S01GX
29916,A10AB
29916,A10AC
29916,A10AD
29916,A10AE
29916,A10AF
29927,J01MA
29927,S01AE
29928,J01MA
29928,S01AE
29929,J01MA
29929,S01AE
29967,C10AA
29968,C10AA
29969,C10AA
29984,P01AX
30006,C07AA
30006,S01ED
30007,C07AA
30007,S01ED
30027,D06AX
30027,J01XX
30027,R02AB
30028,D06AX
30028,J01XX
30028,R02AB
30031,A01AC
30031,A07EA
30031,C05AA
30031,D07AA
30031,D07XA
30031,H02AB
30031,S01BA
30031,S01CB
30031,S02BA
30106,A02BC
30107,A02BC
30274,M03BX
30276,L03AB
30279,L03AB
30366,J05AE
30475,B01AA
30476,R06AX
30493,B03AA
30493,B03AD
30493,G03AA
30493,G03AB
30493,G03CA
30493,L02AA
30493,G03AC
30493,G03DC
30495,J01FA
30607,J05AB
30614,D10AD
30614,L01XF
30623,N02BE
30623,R05DA
30735,N02CC
30742,N02CC
30754,A16AX
30755,A16AX
30773,A01AB
30773,A07AA
30773,G01AA
30773,J02AA
30788,L03AX
30796,R01AC
30796,S01GX
30797,D07AB
30797,A01AC
30797,A07EA
30797,C05AA
30797,D07AA
30797,D07XA
30797,H02AB
30797,S01BA
30797,S01CB
30797,S02BA
30830,M01AX
30857,D06BB
30866,D01AC
30866,G01AF
30938,J05AB
30938,S01AD
30949,L01XX
30986,G03AA
30986,G03AB
30986,G03CA
30986,L02AA
30986,G03AC
30986,G03AD
31004,G03CA
31006,M05BA
31027,N02CC
31055,A02BA
31056,A02BA
31099,D06BB
31186,D07AC
31186,D07XC
31186,R01AD
31186,R03BA
31376,G03BA
31427,D11AX
31436,G04BX
31439,N06AX
31452,J01FA
31452,S01AA
31492,N02CC
31533,N03AG
31535,J01CF
31570,C05AD
31570,D04AB
31570,A01AC
31570,A07EA
31570,C05AA
31570,D07AA
31570,D07XA
31570,H02AB
31570,S01BA
31570,S01CB
31570,S02BA
31600,D05AX
31601,D05AX
31610,H01BA
31613,M01AB
31613,S01BC
31689,R06AX
31755,C01EA
31755,G04BE
31756,C01EA
31756,G04BE
31769,G03DA
31773,A01AC
31773,A07EA
31773,C05AA
31773,D07AA
31773,D07XA
31773,H02AB
31773,S01BA
31773,S01CB
31773,S02BA
31779,N04BC
31780,N04BC
31781,N04BC
31782,N04BC
31789,D10AD
32174,G03CA
32492,N06DX
32584,N05CH
32600,C05AE
32600,C08DB
32938,A04AD
32938,N05CM
32938,S01FA
33008,A14AA
33008,G03XX
33364,C04AC
33364,C10AD
33365,C04AC
33365,C10AD
33366,C04AC
33366,C10AD
33370,C07AA
33402,B03BA
33530,A02BC
33592,N02CC
33594,A16AX
33596,A16AX
33601,A16AX
33716,R06AX
33722,C09AA
33724,N03AF
34015,N05BA
34017,N05BA
34019,N05BA
34062,C09AA
34062,C03AA
34063,C09AA
34063,C03AA
34064,D04AA
34064,R06AA
34064,A16AX
34068,R05DA
34068,C01EB
34068,G02CC
34068,M01AE
34068,M02AA
34068,R02AX
34069,M01AX
34089,A01AA
34089,A12CD
34096,A01AD
34096,B01AC
34096,N02BA
34096,N02BE
34096,D11AX
34096,N06BC
34166,N04BC
34186,J05AF
34186,J05AR
34187,N05AH
34188,N05AH
34189,N05AH
34332,C05AD
34332,D04AB
34332,A01AC
34332,A07EA
34332,C05AA
34332,D07AA
34332,D07XA
34332,H02AB
34332,S01BA
34332,S01CB
34332,S02BA
34347,C05AD
34347,D04AB
34347,A01AC
34347,A07EA
34347,C05AA
34347,D07AA
34347,D07XA
34347,H02AB
34347,S01BA
34347,S01CB
34347,S02BA
34359,N06BA
34383,G03DA
34468,C09CA
34469,C09CA
34470,C09CA
34702,M03BX
34731,A10AB
34731,A10AC
34731,A10AD
34737,N03AG
34738,N03AG
34739,N03AG
34746,A07DA
34749,A04AA
34750,A04AA
34893,A07FA
35383,G03CA
35495,C01BB
35495,C05AD
35495,D04AB
35495,N01BB
35495,R02AD
35495,S01HA
35495,S02DA
35527,D07AC
35527,D07XC
35527,R01AD
35527,R03BA
35580,N04BX
35657,S01KA
35737,D11AX
35737,M01AB
35737,M02AA
35737,S01BC
35737,A02BB
35737,G02AD
35928,L01BA
35928,L04AX
36045,D10AD
36045,D10BA
36046,D10AD
36046,D10BA
36047,D10AD
36047,D10BA
36058,D08AE
36058,C05AD
36058,D04AB
36058,A01AC
36058,A07EA
36058,C05AA
36058,D07AA
36058,D07XA
36058,H02AB
36058,S01BA
36058,S01CB
36058,S02BA
36114,A07FA
36311,M01AB
36311,S01BC
36392,J05AE
36423,D10AE
36527,A16AA
36534,A07EA
36534,C05AA
36534,D07AC
36534,D07XC
36534,H02AB
36534,R01AD
36534,R03BA
36534,S01BA
36534,S01CB
36534,S02BA
36534,S03BA
36534,A01AB
36534,D01AC
36534,G01AF
36550,L01XA
36654,C07AB
36745,L01AA
36747,A01AB
36747,J01AA
36762,B01AB
36767,A10BF
36857,N07BA
36863,L01XX
36868,R06AX
36868,R01BA
36872,L01BA
36872,L04AX
36874,L01BA
36874,L04AX
37003,R03DC
37015,C09CA
37016,C09CA
37017,C09CA
37020,D01AE
37020,G01AX
37022,G03XC
37036,N02CC
37040,A08AA
37042,J01GB
37042,S01AA
37044,A01AC
37044,A07EA
37044,C05AA
37044,D07AA
37044,D07XA
37044,H02AB
37044,S01BA
37044,S01CB
37044,S02BA
37045,A01AC
37045,A07EA
37045,C05AA
37045,D07AA
37045,D07XA
37045,H02AB
37045,S01BA
37045,S01CB
37045,S02BA
37048,D06AX
37048,R01AX
37050,D11AX
37050,G04CB
37057,M01AB
37057,S01BC
37115,M01AX
37219,A02BC
37219,J01FA
37219,J01CA
37223,A01AD
37223,D03AX
37354,C03AA
37354,C09CA
37628,D10AE
37628,D10AF
37628,G01AA
37628,J01FF
37671,H04AA
37978,B01AC
37979,B01AC
38014,N03AF
38015,N03AF
38085,G04BD
38164,B01AC
38175,M01AX
38259,M01AB
38264,A01AB
38264,D06BX
38264,G01AF
38264,J01XD
38264,P01AB
38275,N02CC
38351,J01MA
38351,S01AE
38351,S02AA
38351,S03AA
38450,L01XA
38451,R03DC
38577,A01AB
38577,D01AC
38577,G01AF
38625,D01AE
38625,D01BA
38630,R05DA
38686,C09CA
38861,C01BB
38861,C05AD
38861,D04AB
38861,N01BB
38861,R02AD
38861,S01HA
38861,S02DA
38895,B01AB
38906,A10BX
38907,A10BX
38908,A10BX
38925,C03AA
38925,C09CA
39100,N04BC
39138,G04BD
39139,G04BD
39187,A12AA
39189,G04BE
39190,G04BE
39191,G04BE
39195,N05CH
39482,B01AB
39483,L03AB
39498,S01EC
39499,M01AB
39499,S01BC
39500,M01AB
39500,S01BC
39503,B01AB
39515,D11AX
39531,C07AA
39531,S01ED
39531,S01EC
39545,A02BC
39551,J01MA
39551,S01AE
39551,S02AA
39551,S03AA
39552,J01MA
39552,S01AE
39552,S02AA
39552,S03AA
39734,B03BA
39734,B03BB
39734,V04CX
39780,L01BC
39781,L01BC
39784,A06AB
39786,A01AD
39786,B01AC
39786,N02BA
39787,A01AD
39787,B01AC
39787,N02BA
39803,L04AC
39806,J01MA
39806,S01AE
39806,S02AA
39806,S03AA
39806,A01AC
39806,A07EA
39806,C05AA
39806,D07AA
39806,D07XA
39806,H02AB
39806,S01BA
39806,S01CB
39806,S02BA
39826,D11AX
39826,M01AB
39826,M02AA
39826,S01BC
40118,A07EA
40118,C05AA
40118,D07AA
40118,D07XA
40118,H02AB
40118,R01AD
40118,S01BA
40118,S01CB
40118,S02BA
40118,S03BA
40119,B03AA
40119,B03AD
40125,G03AC
40125,G03AA
40125,G03AB
40125,G03CA
40125,L02AA
40155,N06DA
40156,N06DA
40157,N06DA
40158,N06DA
40162,L01XX
40163,L01XX
40164,L01XX
40186,A01AD
40186,B01AC
40186,N02BA
40186,N02BE
40186,D11AX
40186,N06BC
40213,C01CA
40213,R01AA
40213,R01AB
40213,R01BA
40213,S01FB
40213,S01GA
40221,N02CC
40222,N02CC
40223,N02CC
40224,N02CC
40229,B03BA
40229,B03BB
40229,V04CX
40238,C10AA
40257,J01DD
40258,J01DD
40261,C01BB
40261,C05AD
40261,D04AB
40261,N01BB
40261,R02AD
40261,S01HA
40261,S02DA
40262,C01BB
40262,C05AD
40262,D04AB
40262,N01BB
40262,R02AD
40262,S01HA
40262,S02DA
40279,L04AX
40292,J01CA
40296,L04AX
40298,D01AE
40298,G01AX
40303,A01AD
40303,B01AC
40303,N02BA
40304,A07EC
40336,A02AC
40336,A12AA
40336,A02AA
40336,G04BX
40356,B05CB
40366,G03CA
40386,H01CB
40395,C09AA
40395,C03AA
40429,B06AC
40471,H01AC
40520,A16AA
40526,C01BB
40526,C05AD
40526,D04AB
40526,N01BB
40526,R02AD
40526,S01HA
40526,S02DA
40549,L04AA
40550,L04AA
40640,G03CA
40640,G03AC
40640,G03DC
40646,R01AC
40646,R06AX
40646,S01GX
40650,L04AB
40655,J05AG
40659,C09CA
40663,A08AB
40785,D07AC
40787,L01XC
40793,A01AB
40793,A07AC
40793,D01AC
40793,G01AF
40793,J02AB
40793,S02AA
40809,A11GA
40809,G01AD
40809,S01XA
40817,J01CG
40817,J01CA
40818,J01CG
40818,J01CA
40819,J01CG
40819,J01CA
40822,N05CD
40827,C01EB
40868,B01AB
40869,L04AB
40870,J04AB
40872,V03AE
40888,G03CA
40888,G03AC
40888,G03DC
40899,D08AE
40899,D09AA
40901,N03AX
40902,N03AX
40906,G03CA
40906,G03AC
40906,G03DA
40906,L02AB
40910,C09CA
40911,C09CA
40923,C09CA
40923,C03AA
40924,G03CA
40924,G03AC
40924,G03DC
40941,A02BC
40943,D04AA
40943,R06AA
40954,N05CH
40964,J05AF
40965,J05AF
40966,C05AE
40966,C08DB
40971,D01AE
40971,G01AX
40974,A10BA
41007,H01CB
41008,H01CB
41016,C09AA
41016,C03AA
41026,N05AH
41027,N05AH
41032,J05AF
41033,J05AF
41046,G04BD
41047,G04BD
41055,A12BA
41199,N04BX
41234,C03AA
41234,C09CA
41245,A11HA
41285,L01XX
41285,M01AH
41286,L01XX
41286,M01AH
41292,A06AD
41328,B03BA
41342,N01AH
41342,N02AB
41412,N02BE
41412,R05DA
41432,B01AB
41433,B01AB
41434,B01AB
41440,D11AX
41440,G04CB
41478,N06BA
41562,A04AA
41563,A04AA
41567,C09AA
41568,N05CH
41633,C01EB
41643,D11AH
41643,L01XF
41651,C08DA
41652,C08DA
41653,C08DA
41655,A09AA
41660,H04AA
41661,H04AA
41662,B01AB
41692,A01AB
41692,A07AC
41692,D01AC
41692,G01AF
41692,J02AB
41692,S02AA
41698,B01AC
41699,B01AC
41700,B01AC
41729,D07AC
41745,D10AF
41745,S01AB
41797,A01AB
41797,D06BX
41797,G01AF
41797,J01XD
41797,P01AB
41798,A01AB
41798,D06BX
41798,G01AF
41798,J01XD
41798,P01AB
41799,A01AB
41799,D06BX
41799,G01AF
41799,J01XD
41799,P01AB
41800,A01AB
41800,D06BX
41800,G01AF
41800,J01XD
41800,P01AB
41805,N03AX
41806,N03AX
41832,D11AH
41832,L04AD
41880,A07AA
41880,D06AX
41895,G03CA
41897,C03AA
41897,C09CA
42076,A10AB
42076,A10AC
42076,A10AD
42105,R05DA
42105,R05CA
42138,C05AD
42138,D04AB
42496,L01AA
42606,G04BD
42650,S01KA
42661,A10BG
42662,A10BG
42663,A10BG
42682,J01CA
42683,J01CA
42684,J01CA
42708,R06AB
42708,R05DA
42778,A01AB
42778,D10AF
42778,J01AA
42783,C09AA
42869,A02AC
42869,A12AA
42869,A02AA
42869,A06AD
42869,B03BB
42869,V04CX
42922,N05AX
42923,N05AX
42924,A12CC
42924,B05XA
42943,A10BG
42944,A10BG
42945,A10BG
42993,N05CF
42994,N05CF
43010,L01AX
43011,L01AX
43012,L01AX
43013,L01AX
43027,H01AC
43044,S01KA
43044,A06AG
43044,A06AX
43060,C10AB
43061,C10AB
43094,D11AX
43094,P02CF
43113,B03AA
43113,B03AD
43118,R06AX
43118,S01GX
43119,J05AH
43136,A02BC
43137,A02BC
43202,N04BC
43203,N04BC
43242,A10AB
43242,A10AC
43242,A10AD
43247,C04AC
43247,C10AD
43256,C01BB
43256,C05AD
43256,D04AB
43256,N01BB
43256,R02AD
43256,S01HA
43256,S02DA
43292,J01DE
43331,B03BA
43331,A02AC
43331,A12AA
43331,B03BB
43331,V04CX
43331,A11HA
43349,J01CE
43349,S01AA
43350,J01CE
43350,S01AA
43362,A01AB
43362,J01AA
43367,R03AK
43367,R03AC
43367,D07AC
43367,R01AD
43367,R03BA
43434,H01AC
43436,H01AC
43458,L04AA
43458,S01XA
43462,A16AB
43463,A10BB
43488,H05BX
43496,A11CC
43496,A12AA
43509,D01AE
43509,D01BA
43536,N02AX
43537,N02AX
43539,B03BA
43539,B03BB
43539,V04CX
43557,R03DC
43559,A06AC
43560,A16AX
43593,A16AX
43642,A11GA
43642,G01AD
43642,S01XA
43706,J05AH
43733,A02AC
43733,A12AA
43733,A11CC
43759,A06AD
43760,N02BE
43760,N02AA
43761,N02BE
43761,N02AA
43787,A02AC
43787,A12AA
43801,G03DA
43802,G03DA
43847,M01AX
43879,J01MA
43879,S01AE
43899,G03AC
43899,G03AD
43911,A09AB
43911,B05CB
43912,A09AB
43912,B05CB
43952,A07AA
43952,J01XA
43952,S01AA
43963,G03AC
44062,D10AE
44072,N06BA
44093,A10AB
44093,A10AD
44142,J01MA
44142,S01AE
44168,R05DB
44186,L02BG
44210,N05BE
44226,A07EA
44226,D07AC
44226,R01AD
44226,R03BA
44257,G02CC
44257,M01AE
44257,M02AA
44269,L01XF
44305,C10AB
44336,N03AF
44340,A10AB
44340,A10AD
44341,A10AB
44341,A10AD
44359,C01DA
44359,C05AE
44360,C01BD
44361,C01BD
44362,C01BD
44397,D10AF
44397,G01AA
44397,J01FF
44421,C02CA
44488,N05CH
44491,A11CC
44491,A12AA
44498,A12AA
44514,A16AA
44563,M01AX
44598,A02AC
44598,A12AA
44598,A11CC
44632,N03AX
44633,N03AX
44634,A03AE
44662,N02CC
44668,B01AB
44669,B01AB
44693,N03AG
44694,A07EB
44694,D11AH
44694,R01AC
44694,R03BC
44694,S01GX
44695,S01GX
44703,D06BB
44703,J05AB
44703,S01AD
44734,A11CA
44734,D10AD
44734,R01AX
44734,S01XA
44734,A11CC
44800,R05DA
44800,R05CA
44803,R03DC
44836,A10AB
44836,A10AC
44836,A10AD
44836,A10AE
44836,A10AF
44905,B03BA
44905,A11GA
44905,G01AD
44905,S01XA
44905,B03BB
44905,V04CX
44913,N07AX
44915,C10AB
44922,D01AE
44922,G01AX
44929,A02BA
44935,C09AA
44935,C03AA
44961,L02AE
44962,L02AE
44963,L02AE
44964,L02AE
44965,L02AE
44966,L02AE
44967,L02AE
44968,L02AE
44969,L02AE
44970,L02AE
44980,L02AE
44984,H01CA
44992,L02AE
45017,L02AE
45052,G04CA
45100,N03AX
45124,B03BA
45124,B03BB
45124,V04CX
45131,J01XX
45132,J01XX
45134,J01XX
45136,A11HA
45154,N02BE
45154,R05DA
45154,N02AJ
45155,N02BE
45155,R05DA
45155,N02AJ
45190,N05AH
45191,N05AH
45214,D10AD
45214,L01XF
45215,G03BA
45216,G03BA
45261,R06AX
45298,N02AA
45308,A12BA
45308,B05XA
45309,A12BA
45309,B05XA
45311,D07AA
45311,D10AA
45311,H02AB
45334,D10AF
45334,S01AB
45334,D10AB
45335,D10AF
45335,S01AB
45335,D10AB
45404,N02BE
45404,D04AA
45404,R06AA
45425,C09CA
45425,C03AA
45647,B03BB
45647,V04CX
45652,N03AX
45667,R05DA
45667,R05CA
45668,R05DA
45668,R05CA
45669,R05DA
45669,R05CA
45670,D10AF
45670,S01AB
45670,D10AB
45693,N05CD
45772,C10AA
45798,A11HA
45798,C04AC
45798,C10AD
45802,J06BB
45854,P01BB
45854,P01AX
45855,P01BB
45855,P01AX
45870,A16AX
45895,A02AC
45895,A12AA
45895,A11CC
45917,R05CA
45917,R01BA
45929,A10BB
45929,A10BA
45930,A10BB
45930,A10BA
45996,L03AA
45997,L03AA
46004,L03AA
46005,D11AX
46005,P01CX
46043,N06AA
46044,N06AA
46045,N06AA
46046,N06AA
46047,N06AA
46048,N06AA
46059,N06AA
46060,N06AA
46061,N06AA
46062,N06AA
46063,N06AA
46068,N06AA
46069,N06AA
46070,N06AA
46075,N06AA
46078,N06AA
46079,N06AA
46080,N06AA
46081,N06AA
46084,N06AA
46086,D04AX
46086,N06AA
46087,D04AX
46087,N06AA
46088,D04AX
46088,N06AA
46089,D04AX
46089,N06AA
46090,D04AX
46090,N06AA
46091,D04AX
46091,N06AA
46092,D04AX
46092,N06AA
46103,N06AA
46104,N06AA
46105,N06AA
46106,N06AA
46107,N06AA
46108,N06AA
46112,N06AA
46113,N06AA
46120,N06AA
46121,N06AA
46122,N06AA
46132,N06AA
46172,C10AC
46184,N06AA
46184,N05AB
46186,N06AA
46186,N05AB
46191,N05BA
46191,N06AA
46192,N05BA
46192,N06AA
46203,N06AB
46204,N06AB
46205,N06AB
46206,N06AB
46208,N06AB
46209,N06AB
46210,N06AB
46213,N06AB
46214,N06AB
46215,N06AB
46217,N06AB
46222,N06AB
46223,N06AB
46224,N06AB
46225,N06AB
46226,N06AB
46227,N06AB
46228,N06AB
46229,N06AB
46230,N06AB
46236,N06AX
46237,N06AX
46238,N06AX
46239,N06AX
46241,N06AX
46242,N06AX
46243,N06AX
46244,N06AX
46253,N06AX
46254,N06AX
46255,N06AX
46256,N06AX
46257,N06AX
46262,N06AF
46263,N06AF
46264,N06AF
46398,N06AX
46399,N06AX
46400,N06AX
46401,N06AX
46402,N06AX
46403,N06AX
46404,N06AX
46405,N06AX
46416,N05AH
46425,H05BX
46426,H05BX
46450,N06AX
46451,N06AX
46452,N06AX
46474,N02AA
46475,N02AA
46484,V03AE
46485,V03AE
46524,P03AX
46525,A07EA
46525,D07AC
46525,R01AD
46525,R03BA
46526,A07EA
46526,D07AC
46526,R01AD
46526,R03BA
46600,J05AR
46600,J05AE
46601,J05AR
46601,J05AE
46605,C03DA
46624,C09CA
46624,C03AA
46626,P03AX
46649,A02BC
46671,D01AE
46671,S01BC
46704,A02AA
46704,A06AD
46704,A12CC
46704,A11HA
46706,G03XB
46738,J05AF
46739,J05AF
46740,J05AF
46754,A10BA
46757,C10AA
46770,J01MA
46770,S01AE
46771,J01MA
46771,S01AE
46783,D10AD
46783,L01XF
46793,J01MA
46793,S01AE
46803,D07AD
46923,C02CA
46924,V03AC
46925,N06DA
46926,N06DA
46927,N06DA
46941,M05BA
46942,L01XX
46983,D05AX
46984,D05AX
46997,L01CD
47013,N02BE
47013,R06AB
47013,C01CA
47013,R01AA
47013,R01AB
47013,R01BA
47013,S01FB
47013,S01GA
47021,B01AE
47038,B03AB
47077,N03AX
47121,J05AF
47121,J05AR
47126,C09CA
47131,N06BA
47132,N06BA
47133,N06BA
47134,A02AC
47134,A12AA
47134,A02BA
47134,A02AA
47134,G04BX
47172,A10AB
47172,A10AC
47172,A10AD
47198,N05AH
47262,M05BA
47282,A07EA
47282,C05AA
47282,D07AA
47282,D07XA
47282,H02AB
47282,R01AD
47282,S01BA
47282,S01CB
47282,S02BA
47282,S03BA
47285,N05AH
47286,N05AH
47292,A10BX
47324,C03AA
47324,C09CA
47326,C03AA
47326,C09CA
47327,G04BD
47328,G04BD
47333,A10BX
47336,H01CC
47346,D11AH
47346,L04AD
47347,D11AH
47347,L04AD
47381,M05BA
47400,B05CX
47400,V04CA
47400,V06DC
47401,A06AD
47401,A06AG
47401,B05XA
47421,C01BD
47424,N02CC
47430,N02BE
47430,R05DA
47431,N02BE
47431,R05DA
47443,L01BC
47451,H01CC
47453,N06AX
47454,N06AX
47478,M03BX
47524,D06BB
47525,A02BC
47526,A02BC
47546,A03BA
47557,G03GA
47563,N05AE
47564,N05AE
47567,N05AE
47568,N05AE
47571,N06AB
47580,N02AA
47581,N02AA
47585,L01XX
47586,C07AB
47588,S01KA
47612,S01EE
47622,A11CC
47622,D05AX
47624,S01EE
47635,A02BC
47636,N06AX
47642,A12CC
47644,N05BE
47652,N03AX
47660,S01KA
47660,A06AG
47660,A06AX
47667,B03BA
47667,B03BB
47667,V04CX
47669,A02AC
47669,A12AA
47669,A02BA
47669,A02AA
47669,G04BX
47688,J02AX
47690,D06AX
47690,J01XX
47690,R02AB
47690,C05AD
47690,D04AB
47690,A01AB
47690,A07AA
47690,B05CA
47690,J01GB
47690,S01AA
47690,S02AA
47690,S03AA
47690,J01XB
47717,D10AF
47717,S01AB
47717,D10AB
47763,R06AX
47780,A10AE
47787,G03AC
47787,G03CA
47787,L02AA
47787,G03AA
47794,G03AC
47794,G03AA
47794,G03AB
47794,G03CA
47794,L02AA
47797,J05AB
47803,C01BB
47803,C05AD
47803,D04AB
47803,N01BB
47803,R02AD
47803,S01HA
47803,S02DA
47823,L01BA
47823,L04AX
47824,L01BA
47824,L04AX
47851,L02AE
47874,D05AD
47874,D05BA
47875,D05AD
47875,D05BA
47895,L01EA
47927,N03AX
47929,A06AC
47965,A01AB
47965,A07AC
47965,D01AC
47965,G01AF
47965,J02AB
47965,S02AA
47968,A01AC
47968,A07EA
47968,C05AA
47968,D07AA
47968,D07XA
47968,H02AB
47968,S01BA
47968,S01CB
47968,S02BA
47968,C01BB
47968,C05AD
47968,D04AB
47968,N01BB
47968,R02AD
47968,S01HA
47968,S02DA
48015,N05CH
48018,R01AX
48018,R03BB
48018,R03AC
48018,R03CC
48044,A06AB
48044,A06AA
48077,A01AB
48077,J01AA
48136,C01CA
48136,R01AA
48136,R01AB
48136,R01BA
48136,S01FB
48136,S01GA
48155,N02CC
48180,A11HA
48180,A11GA
48180,G01AD
48180,S01XA
48201,P01BC
48241,V03AE
48262,J01DB
48265,J01DB
48266,J01DB
48291,L04AA
48291,S01XA
48292,J01MA
48292,S01AE
48292,S02AA
48328,A02AC
48328,A12AA
48333,D11AX
48333,S01EA
48333,S01GA
48366,A07EA
48366,C05AA
48366,D07AC
48366,D07XC
48366,H02AB
48366,R01AD
48366,R03BA
48366,S01BA
48366,S01CB
48366,S02BA
48366,S03BA
48366,D05AX
48399,C09CA
48400,C09CA
48401,C09CA
48415,R06AE
48415,R01BA
48437,N06DA
48449,J01CA
48453,C10AB
48456,N02AX
48456,N02BE
48456,N02AJ
48489,R05DA
48489,D04AA
48489,R06AD
48491,S01FA
48491,A03BB
48491,R05DA
48492,R06AB
48492,R05DA
48493,R05DA
48493,D04AA
48493,R06AD
48494,R05DA
48494,C01CA
48494,R01AA
48494,R01AB
48494,R01BA
48494,S01FB
48494,S01GA
48494,D04AA
48494,R06AC
48495,C01CA
48495,R01AA
48495,R01AB
48495,R01BA
48495,S01FB
48495,S01GA
48495,D04AA
48495,R06AD
48496,R05DA
48496,C01CA
48496,R01AA
48496,R01AB
48496,R01BA
48496,S01FB
48496,S01GA
48496,D04AA
48496,R06AD
48504,R05DA
48504,R01BA
48518,A01AD
48518,B01AC
48518,N02BA
48518,M03BA
48518,R05DA
48520,N02BE
48520,N05CC
48520,A03AX
48529,A01AC
48529,C05AA
48529,D07AB
48529,D07XB
48529,H02AB
48529,R01AD
48529,R03BA
48529,S01BA
48529,A07AA
48529,D01AA
48529,G01AA
48530,A01AC
48530,C05AA
48530,D07AB
48530,D07XB
48530,H02AB
48530,R01AD
48530,R03BA
48530,S01BA
48530,A07AA
48530,D01AA
48530,G01AA
48532,C05AD
48532,D04AB
48532,N01BA
48532,S01HA
48532,R02AD
48537,D10AE
48537,A01AC
48537,A07EA
48537,C05AA
48537,D07AA
48537,D07XA
48537,H02AB
48537,S01BA
48537,S01CB
48537,S02BA
48538,D06AX
48538,J01XX
48538,R02AB
48538,A01AC
48538,A07EA
48538,C05AA
48538,D07AA
48538,D07XA
48538,H02AB
48538,S01BA
48538,S01CB
48538,S02BA
48538,A01AB
48538,A07AA
48538,B05CA
48538,J01GB
48538,S01AA
48538,S02AA
48538,S03AA
48538,J01XB
48539,A01AC
48539,A07EA
48539,C05AA
48539,D07AA
48539,D07XA
48539,H02AB
48539,S01BA
48539,S01CB
48539,S02BA
48539,A01AB
48539,A07AA
48539,B05CA
48539,D06AX
48539,J01GB
48539,R02AB
48539,S01AA
48539,S02AA
48539,S03AA
48539,J01XB
48541,S01FA
48541,C01CA
48541,R01AA
48541,R01AB
48541,R01BA
48541,S01FB
48541,S01GA
48543,D06AX
48543,J01XX
48543,R02AB
48543,A01AC
48543,A07EA
48543,C05AA
48543,D07AA
48543,D07XA
48543,H02AB
48543,S01BA
48543,S01CB
48543,S02BA
48543,A01AB
48543,A07AA
48543,B05CA
48543,J01GB
48543,S01AA
48543,S02AA
48543,S03AA
48543,J01XB
48544,D06AX
48544,J01XX
48544,R02AB
48544,A01AB
48544,A07AA
48544,B05CA
48544,J01GB
